592750,7232750,-40.8367805480957
593000,7232750,-38.1745872497559
593250,7232750,-15.9412860870361
593500,7232750,-11.802661895752
593750,7232750,-17.4672908782959
594000,7232750,-20.9016284942627
594250,7232750,-59.3442726135254
594500,7232750,-150.22509765625
594750,7232750,-151.655654907227
595000,7232750,-172.975860595703
595250,7232750,-4.15105390548706
595500,7232750,-102.520378112793
595750,7232750,-22.126932144165
596000,7232750,-17.5705757141113
596250,7232750,-68.4781799316406
596500,7232750,-84.2471313476563
596750,7232750,-87.3673706054688
597000,7232750,-98.7139053344727
597250,7232750,-39.2206192016602
597500,7232750,24.1367435455322
597750,7232750,118.757301330566
598000,7232750,107.69913482666
598250,7232750,108.386604309082
598500,7232750,11.3657665252686
598750,7232750,-69.6333312988281
599000,7232750,-67.0876617431641
599250,7232750,-90.5592422485352
599500,7232750,-93.717414855957
599750,7232750,-87.5689849853516
600000,7232750,-92.1311569213867
600250,7232750,-137.001846313477
600500,7232750,-130.398422241211
600750,7232750,-50.4952011108398
601000,7232750,50.2265701293945
601250,7232750,17.9315948486328
601500,7232750,-16.848705291748
601750,7232750,-86.488410949707
602000,7232750,-112.161033630371
602250,7232750,-140.203033447266
602500,7232750,-151.103302001953
602750,7232750,-193.4140625
603000,7232750,-248.336456298828
603250,7232750,-286.333740234375
603500,7232750,-373.107177734375
603750,7232750,-383.135467529297
604000,7232750,-366.588226318359
604250,7232750,-266.976715087891
604500,7232750,-118.035705566406
604750,7232750,51.2473602294922
605000,7232750,33.565128326416
605250,7232750,25.3164691925049
605500,7232750,-66.3445663452148
605750,7232750,-64.1528091430664
606000,7232750,29.0861339569092
606250,7232750,58.3932762145996
606500,7232750,51.2025032043457
606750,7232750,0.211466670036316
607000,7232750,-79.2973785400391
607250,7232750,-121.688323974609
607500,7232750,-114.164100646973
607750,7232750,-113.750717163086
608000,7232750,-215.299392700195
608250,7232750,-302.620025634766
608500,7232750,-311.879943847656
608750,7232750,-241.764251708984
609000,7232750,-148.262573242188
609250,7232750,-42.2944145202637
609500,7232750,40.0445289611816
609750,7232750,112.607368469238
610000,7232750,174.699630737305
610250,7232750,128.686920166016
610500,7232750,282.233062744141
610750,7232750,172.168685913086
611000,7232750,203.110565185547
611250,7232750,207.955978393555
611500,7232750,252.297012329102
611750,7232750,415.813323974609
612000,7232750,294.773162841797
612250,7232750,287.091003417969
612500,7232750,157.633590698242
612750,7232750,235.644332885742
613000,7232750,488.327239990234
613250,7232750,410.423431396484
613500,7232750,432.901489257813
613750,7232750,326.177795410156
614000,7232750,241.418655395508
614250,7232750,332.607147216797
614500,7232750,361.923583984375
614750,7232750,312.957763671875
615000,7232750,326.335998535156
615250,7232750,227.860748291016
615500,7232750,63.2880516052246
615750,7232750,-75.7402801513672
616000,7232750,-128.602188110352
616250,7232750,-166.438034057617
616500,7232750,-284.711822509766
616750,7232750,-219.107543945313
617000,7232750,-240.130508422852
617250,7232750,-287.058197021484
617500,7232750,-246.910125732422
617750,7232750,-309.235717773438
618000,7232750,-298.661193847656
618250,7232750,-297.46630859375
618500,7232750,-245.888732910156
618750,7232750,-143.007049560547
619000,7232750,-57.289234161377
619250,7232750,-81.8552627563477
619500,7232750,-112.452796936035
619750,7232750,-137.476272583008
620000,7232750,-145.270080566406
620250,7232750,-164.89192199707
620500,7232750,-158.137222290039
620750,7232750,-160.198425292969
621000,7232750,-150.230194091797
621250,7232750,-155.991363525391
621500,7232750,-157.918121337891
621750,7232750,-175.969451904297
622000,7232750,-168.208831787109
622250,7232750,-173.439315795898
622500,7232750,-198.844909667969
622750,7232750,-193.198028564453
623000,7232750,-209.991836547852
623250,7232750,-180.475158691406
623500,7232750,-107.341949462891
623750,7232750,-29.2871341705322
624000,7232750,99.394172668457
624250,7232750,50.6139678955078
624500,7232750,-1.51041650772095
624750,7232750,-95.8949737548828
625000,7232750,-145.668991088867
625250,7232750,-158.002243041992
625500,7232750,-240.566146850586
625750,7232750,-130.675567626953
626000,7232750,-161.019592285156
626250,7232750,-114.533302307129
626500,7232750,-70.2929534912109
626750,7232750,-72.7155914306641
627000,7232750,40.0113716125488
627250,7232750,82.1929550170898
627500,7232750,51.0987815856934
627750,7232750,57.2870178222656
628000,7232750,36.9253273010254
628250,7232750,30.5762042999268
628500,7232750,10.6571531295776
628750,7232750,3.48526906967163
629000,7232750,-6.7985897064209
629250,7232750,-5.54533767700195
629500,7232750,-22.666862487793
629750,7232750,-56.4814376831055
630000,7232750,-86.2848739624023
630250,7232750,-113.189514160156
630500,7232750,-161.881195068359
630750,7232750,-162.92578125
631000,7232750,-160.570602416992
631250,7232750,-164.707168579102
631500,7232750,-155.004470825195
631750,7232750,-163.427001953125
632000,7232750,-174.524459838867
632250,7232750,-247.048355102539
632500,7232750,-189.078872680664
632750,7232750,-57.8544387817383
633000,7232750,-0.991008639335632
633250,7232750,136.081039428711
633500,7232750,216.497833251953
633750,7232750,96.5312576293945
634000,7232750,52.5649871826172
634250,7232750,86.7774810791016
634500,7232750,191.320465087891
634750,7232750,217.09196472168
635000,7232750,139.678131103516
635250,7232750,149.893768310547
635500,7232750,109.328224182129
635750,7232750,54.6808738708496
636000,7232750,-41.0007781982422
636250,7232750,-74.0677795410156
636500,7232750,-48.6988143920898
636750,7232750,-35.4609756469727
637000,7232750,-0.886842012405396
637250,7232750,4.65139484405518
637500,7232750,-6.90741586685181
637750,7232750,-3.26142883300781
638000,7232750,-6.90559864044189
638250,7232750,-11.3983364105225
638500,7232750,-13.8285932540894
638750,7232750,-11.9716739654541
639000,7232750,-2.68904972076416
