X,Y,Z,D
-49.6744086349657,-25.3647680130098,756.856246549445,29.3438606262207
-49.6731665450079,-25.3647568209568,793.295828520095,37.4209442138672
-49.6719244557909,-25.3647456184282,804.725278557599,42.3431968688965
-49.6706823673157,-25.3647344054238,783.961780844293,41.2371025085449
-49.6694402795827,-25.3647231819439,748.1985596645,40.1908531188965
-49.6681981925927,-25.3647119479883,733.4062588257,53.0818710327148
-49.6669561063464,-25.3647007035571,739.929949428792,65.9544677734375
-49.6657140208445,-25.3646894486504,754.404444789855,66.0928955078125
-49.6644719360877,-25.3646781832682,792.811330176749,50.1320495605469
-49.6632298520767,-25.3646669074104,794.865889062338,44.9518432617188
-49.6619877688121,-25.3646556210772,759.700422984689,26.6720809936523
-49.6607456862947,-25.3646443242685,725.26766012339,-0.92521721124649
-49.6595036045251,-25.3646330169843,713.269029486259,-23.6954784393311
-49.6582615235041,-25.3646216992248,717.098731173042,-48.2377624511719
-49.6570194432323,-25.3646103709898,715.38417347835,-70.0159759521484
-49.6557773637105,-25.3645990322795,734.641504444749,-87.8616104125977
-49.6545352849392,-25.3645876830939,762.810631087059,-104.006912231445
-49.6532932069193,-25.3645763234329,794.345357085401,-120.459060668945
-49.6520511296514,-25.3645649532967,827.766824169002,-134.193725585938
-49.6508090531362,-25.3645535726852,831.673950705145,-141.81201171875
-49.6495669773744,-25.3645421815984,814.726421151186,-141.088470458984
-49.6483249023666,-25.3645307800365,787.631933883159,-131.551849365234
-49.6470828281137,-25.3645193679993,791.55511492235,-119.139450073242
-49.6458407546162,-25.364507945487,796.468360866158,-107.464286804199
-49.6445986818749,-25.3644965124996,816.019520852516,-97.5939865112305
-49.6433566098904,-25.364485069037,825.395983312247,-90.2247924804688
-49.6421145386635,-25.3644736150993,848.982556285721,-85.1898956298828
-49.6408724681949,-25.3644621506866,889.257292788682,-82.4265747070313
-49.6396303984851,-25.3644506757988,918.649181863301,-81.5240859985352
-49.638388329535,-25.3644391904361,923.421978748413,-81.5244445800781
-49.6371462613452,-25.3644276945983,892.895650883899,-81.9021224975586
-49.8669516226573,-25.3652475063694,961.771708801144,-13.6604976654053
-49.8657094377675,-25.365237938812,961.695341404481,-14.0258073806763
-49.8644672535112,-25.365228360776,963.888027007969,-14.3367233276367
-49.8632250698891,-25.3652187722614,961.175850756251,-14.5740737915039
-49.8619828869018,-25.3652091732681,957.797584016902,-14.7469263076782
-49.8607407045501,-25.3651995637963,954.259610560969,-14.8946971893311
-49.8594985228346,-25.3651899438459,958.51087957686,-15.062162399292
-49.858256341756,-25.365180313417,961.614160618018,-15.2680063247681
-49.8570141613151,-25.3651706725095,956.597725111198,-15.4940614700317
-49.8557719815125,-25.3651610211235,953.822881823538,-15.6977424621582
-49.854529802349,-25.3651513592591,952.74677504004,-15.8356056213379
-49.8532876238251,-25.3651416869162,951.433587892007,-15.8719568252563
-49.8520454459417,-25.3651320040948,944.587433920757,-15.8282442092896
-49.8508032686993,-25.365122310795,945.51366437773,-15.6152353286743
-49.8495610920988,-25.3651126070168,953.358632018117,-15.1627683639526
-49.8483189161407,-25.3651028927603,960.747303378703,-14.4813289642334
-49.8470767408258,-25.3650931680254,967.032747006233,-13.7551908493042
-49.8458345661547,-25.3650834328121,968.469730813253,-13.1276025772095
-49.8445923921283,-25.3650736871205,972.230000751405,-12.5755081176758
-49.8433502187471,-25.3650639309507,973.897544088998,-12.0024471282959
-49.8421080460118,-25.3650541643025,970.651301418519,-11.3481197357178
-49.8408658739232,-25.3650443871761,967.558003910952,-10.7630777359009
-49.8396237024819,-25.3650345995715,965.669582676907,-10.2812690734863
-49.8383815316886,-25.3650248014887,966.162065230833,-9.8495044708252
-49.8371393615441,-25.3650149929277,963.830452589272,-9.34111022949219
-49.835897192049,-25.3650051738885,956.583612488841,-8.86331272125244
-49.834655023204,-25.3649953443712,959.935073261229,-8.35943794250488
-49.8334128550098,-25.3649855043757,970.079563834676,-7.71885633468628
-49.8321706874672,-25.3649756539022,976.416445568135,-6.84671974182129
-49.8309285205766,-25.3649657929505,976.113823094192,-6.02126979827881
-49.829686354339,-25.3649559215208,978.404823845051,-5.31217050552368
-49.8284441887549,-25.3649460396131,988.070556763121,-4.66427707672119
-49.8272020238251,-25.3649361472274,992.010004470454,-4.21799564361572
-49.8259598595503,-25.3649262443636,993.489974953496,-3.90699672698975
-49.8247176959312,-25.3649163310219,995.303325816943,-3.79647922515869
-49.8234755329683,-25.3649064072022,995.404016603211,-3.86933922767639
-49.8222333706626,-25.3648964729046,999.071781551526,-3.93933868408203
-49.8209912090145,-25.3648865281291,1000.91058774188,-4.07061815261841
-49.8197490480249,-25.3648765728757,1002.04899916469,-4.25110769271851
-49.8185068876944,-25.3648666071445,1007.25728082514,-4.46861171722412
-49.8172647280237,-25.3648566309354,1011.81285103471,-4.89300632476807
-49.8160225690135,-25.3648466442484,1016.03750870812,-5.2546010017395
-49.8147804106645,-25.3648366470837,1020.72435904451,-5.56117248535156
-49.8135382529774,-25.3648266394412,1024.95353260772,-5.84323835372925
-49.8122960959529,-25.3648166213209,1027.68906551213,-6.25675106048584
-49.8110539395917,-25.3648065927229,1034.50231915736,-6.60020065307617
-49.8098117838945,-25.3647965536472,1044.6460601444,-6.90201854705811
-49.8085696288618,-25.3647865040938,1049.29971529401,-7.22099018096924
-49.8073274744946,-25.3647764440628,1052.10858061942,-7.57823133468628
-49.8060853207934,-25.3647663735541,1053.45061331662,-7.85584306716919
-49.804843167759,-25.3647562925677,1056.63927293843,-8.00863170623779
-49.803601015392,-25.3647462011038,1061.45690494554,-8.08089637756348
-49.8023588636931,-25.3647360991622,1065.58667244406,-8.52775096893311
-49.8011167126631,-25.3647259867431,1069.2619940806,-8.84334564208984
-49.7998745623025,-25.3647158638465,1067.52945523892,-8.90300464630127
-49.7986324126122,-25.3647057304724,1068.60086022438,-8.60887432098389
-49.7973902635928,-25.3646955866207,1068.99822495744,-8.11172103881836
-49.796148115245,-25.3646854322916,1075.42177822506,-7.5584864616394
-49.7949059675695,-25.3646752674851,1079.23071264098,-7.20337295532227
-49.7936638205669,-25.3646650922011,1083.17666855508,-7.22209739685059
-49.792421674238,-25.3646549064397,1086.89097325963,-7.55606889724731
-49.7911795285835,-25.3646447102009,1084.57109865712,-7.82449674606323
-49.7899373836041,-25.3646345034848,1087.88844959774,-6.91466045379639
-49.7886952393004,-25.3646242862913,1091.531533025,-3.67861771583557
-49.7874530956732,-25.3646140586205,1090.59352234262,3.35723543167114
-49.786210952723,-25.3646038204725,1089.38245381015,10.459493637085
-49.7849688104508,-25.3645935718471,1089.84198347011,15.4111394882202
-49.783726668857,-25.3645833127445,1082.26937293169,16.567253112793
-49.7824845279425,-25.3645730431647,1076.39071683996,15.5308036804199
-49.7812423877079,-25.3645627631076,1079.72092957358,13.4912357330322
-49.7800002481539,-25.3645524725734,1086.04001654299,11.2013664245605
-49.7787581092812,-25.364542171562,1092.34470244242,9.07192039489746
-49.7775159710904,-25.3645318600735,1093.25839303191,6.92092370986938
-49.7762738335824,-25.3645215381079,1094.18073369792,5.41956377029419
-49.7750316967578,-25.3645112056651,1097.77574470166,4.42529582977295
-49.7737895606172,-25.3645008627453,1103.69270811307,3.64391493797302
-49.7725474251614,-25.3644905093485,1110.11343236265,2.56464838981628
-49.771305290391,-25.3644801454746,1116.49271969959,1.70007061958313
-49.7700631563068,-25.3644697711237,1120.41624681648,1.15226793289185
-49.7688210229095,-25.3644593862959,1122.53040169659,0.853858768939972
-49.7675788901996,-25.3644489909911,1122.52466731795,0.458294808864594
-49.766336758178,-25.3644385852093,1123.1310122654,0.268892139196396
-49.7650946268453,-25.3644281689507,1130.25559013931,0.332653224468231
-49.7638524962023,-25.3644177422151,1136.28662362245,0.491809457540512
-49.7626103662495,-25.3644073050027,1138.62866127061,0.366903990507126
-49.7613682369877,-25.3643968573134,1138.54858246666,0.265095829963684
-49.7601261084177,-25.3643863991473,1138.64017394158,0.487539798021317
-49.75888398054,-25.3643759305045,1139.18397294267,0.998063743114471
-49.7576418533554,-25.3643654513848,1138.41344540964,1.05892586708069
-49.7563997268646,-25.3643549617884,1138.0487633836,1.08328652381897
-49.7551576010683,-25.3643444617152,1136.19238791955,1.45257103443146
-49.753915475967,-25.3643339511654,1135.15300839008,2.6789345741272
-49.7526733515617,-25.3643234301389,1134.59396482056,7.34166812896729
-49.7514312278529,-25.3643128986357,1132.48866104668,11.1994724273682
-49.7501891048413,-25.3643023566558,1129.30232682686,13.4956407546997
-49.7489469825277,-25.3642918041994,1123.58210077076,14.7000741958618
-49.7477048609127,-25.3642812412663,1120.01369124488,20.2669239044189
-49.746462739997,-25.3642706678567,1116.10386844801,24.5414352416992
-49.7452206197814,-25.3642600839705,1114.03813230417,27.4282283782959
-49.7439785002664,-25.3642494896078,1112.47702373962,29.4831047058105
-49.7427363814528,-25.3642388847686,1112.1874427966,29.2749557495117
-49.7414942633413,-25.364228269453,1110.57670830052,28.8314552307129
-49.7402521459326,-25.3642176436609,1110.43185243527,27.198616027832
-49.7390100292274,-25.3642070073923,1112.36633552193,23.1565322875977
-49.7377679132263,-25.3641963606473,1119.87774551341,12.2633838653564
-49.7365257979301,-25.364185703426,1125.04107098176,2.08680057525635
-49.7352836833394,-25.3641750357283,1129.55682972073,-5.11964845657349
-49.734041569455,-25.3641643575542,1128.33752855248,-8.5385684967041
-49.7327994562776,-25.3641536689038,1123.73716438846,-7.30013084411621
-49.7315573438078,-25.3641429697772,1117.46984074866,-4.18968343734741
-49.7303152320463,-25.3641322601742,1098.58296559836,-0.276129245758057
-49.7290731209938,-25.3641215400951,1070.17869289542,4.20060586929321
-49.727831010651,-25.3641108095397,1053.73421900605,9.85469245910645
-49.7265889010186,-25.3641000685081,1020.89484293844,14.6250820159912
-49.7253467920974,-25.3640893170003,983.375474177904,18.0344219207764
-49.7241046838879,-25.3640785550163,947.108079290101,20.1519870758057
-49.7228625763909,-25.3640677825563,918.88066066546,21.2836780548096
-49.7216204696071,-25.3640569996201,878.13574238865,21.745096206665
-49.7203783635371,-25.3640462062079,840.982496002968,21.8332614898682
-49.7191362581817,-25.3640354023196,816.578704079196,21.5533218383789
-49.7178941535416,-25.3640245879552,800.953035811072,20.3838062286377
-49.7166520496174,-25.3640137631149,780.669032922418,19.3571891784668
-49.7154099464099,-25.3640029277985,754.223722361534,18.7568206787109
-49.7141678439197,-25.3639920820062,737.00691833355,18.3211135864258
-49.7129257421475,-25.363981225738,726.618131959131,16.3753814697266
-49.711683641094,-25.3639703589938,722.800034267392,14.9568586349487
-49.7104415407599,-25.3639594817737,714.174979852575,14.5258951187134
-49.709199441146,-25.3639485940778,700.184039143597,14.7349786758423
-49.7079573422529,-25.363937695906,700.628892007644,11.6904926300049
-49.7067152440812,-25.3639267872584,705.992565690688,9.7147216796875
-49.7054731466318,-25.363915868135,720.456533828785,9.8953914642334
-49.7042310499052,-25.3639049385358,711.664837320325,12.359227180481
-49.7029889539022,-25.3638939984609,761.397923330092,9.94543361663818
-49.7017468586234,-25.3638830479102,842.266998057717,8.75282669067383
-49.7005047640696,-25.3638720868839,883.432508874688,8.62449645996094
-49.6992626702414,-25.3638611153818,878.052527585665,9.2677755355835
-49.6980205771396,-25.3638501334041,847.538360449347,8.9058141708374
-49.6967784847649,-25.3638391409508,843.67123048874,8.8668909072876
-49.6955363931178,-25.3638281380218,862.158038105365,9.25845432281494
-49.6942943021992,-25.3638171246173,881.407731540021,9.77620983123779
-49.6930522120096,-25.3638061007372,875.558585931246,8.13925552368164
-49.69181012255,-25.3637950663816,853.420264753805,6.75577640533447
-49.6905680338208,-25.3637840215505,839.017193788198,6.10334253311157
-49.6893259458227,-25.3637729662438,828.432894774971,5.985755443573
-49.6880838585566,-25.3637619004618,834.234590525272,3.81387376785278
-49.686841772023,-25.3637508242042,827.837803255176,2.59878659248352
-49.6855996862228,-25.3637397374713,809.08434969659,3.58028316497803
-49.6843576011564,-25.3637286402629,771.963627051631,4.5569052696228
-49.6831155168248,-25.3637175325792,784.511602149567,7.19925975799561
-49.6818734332285,-25.3637064144202,793.912172816824,10.3542680740356
-49.6806313503682,-25.3636952857858,773.496481000349,13.591381072998
-49.6793892682447,-25.3636841466761,770.275990720733,17.7356452941895
-49.6781471868585,-25.3636729970912,765.674525264087,24.7071208953857
-49.6769051062106,-25.363661837031,748.015050468981,30.7477684020996
-49.6756630263014,-25.3636506664956,746.942365391344,34.1737213134766
-49.6744209471317,-25.363639485485,744.283141232236,36.8244247436523
-49.6731788687023,-25.3636282939992,774.887500111232,51.8156471252441
-49.6719367910137,-25.3636170920382,778.453341159616,63.9471702575684
-49.6706947140667,-25.3636058796022,758.026400970947,68.8195648193359
-49.669452637862,-25.363594656691,729.69139637879,64.5974578857422
-49.6682105624002,-25.3635834233048,713.906317345189,64.9144592285156
-49.6669684876822,-25.3635721794435,723.195882359182,63.2087898254395
-49.6657264137084,-25.3635609251072,749.414676105456,63.5935325622559
-49.6644843404798,-25.3635496602958,760.878263295785,64.7022018432617
-49.6632422679969,-25.3635383850095,747.268832205846,34.944465637207
-49.6620001962604,-25.3635270992483,736.311135342486,6.57589435577393
-49.660758125271,-25.3635158030121,739.279662000944,-17.6706848144531
-49.6595160550294,-25.363504496301,726.210522702136,-38.6898612976074
-49.6582739855364,-25.363493179115,715.003137497587,-58.601490020752
-49.6570319167926,-25.3634818514542,714.823664652061,-73.1035003662109
-49.6557898487987,-25.3634705133185,735.862115652521,-84.1153869628906
-49.6545477815553,-25.363459164708,767.019002642847,-93.8876419067383
-49.6533057150633,-25.3634478056228,784.540164152889,-104.71501159668
-49.6520636493232,-25.3634364360628,815.669569151058,-113.653778076172
-49.6508215843358,-25.363425056028,842.513410208111,-118.919380187988
-49.6495795201018,-25.3634136655186,836.532052527947,-119.716720581055
-49.6483374566218,-25.3634022645344,803.750421182831,-113.985145568848
-49.6470953938965,-25.3633908530757,799.257429205915,-106.95418548584
-49.6458533319268,-25.3633794311422,800.935066325227,-100.270660400391
-49.6446112707131,-25.3633679987342,810.891160219356,-94.2688522338867
-49.6433692102563,-25.3633565558516,818.947780691794,-88.8396148681641
-49.6421271505569,-25.3633451024944,834.233488020055,-84.7698440551758
-49.6408850916158,-25.3633336386627,856.966259874563,-82.1695785522461
-49.6396430334337,-25.3633221643564,884.186067952309,-80.7407150268555
-49.6384009760111,-25.3633106795757,911.38562301857,-80.7958297729492
-49.6371589193488,-25.3632991843206,899.787836824495,-81.0872802734375
-49.8669621469502,-25.3641188971684,960.883979317617,-15.5082082748413
-49.8657199735924,-25.3641093300959,955.746648689184,-15.7700500488281
-49.8644778008681,-25.3640997525454,951.626535228095,-15.9355440139771
-49.8632356287779,-25.3640901645167,949.430055124079,-15.9846773147583
-49.8619934573225,-25.36408056601,942.762131026917,-15.9397535324097
-49.8607512865026,-25.3640709570252,940.947686424682,-15.8626174926758
-49.859509116319,-25.3640613375623,951.717293614624,-15.823558807373
-49.8582669467723,-25.3640517076215,954.746958464969,-15.8655157089233
-49.8570247778632,-25.3640420672027,948.880750774842,-15.9853191375732
-49.8557826095924,-25.3640324163058,944.986075981999,-16.1353893280029
-49.8545404419605,-25.3640227549311,946.91099504953,-16.2781753540039
-49.8532982749684,-25.3640130830784,944.712748346428,-16.4202251434326
-49.8520561086166,-25.3640034007478,938.792598841822,-16.4658336639404
-49.850813942906,-25.3639937079393,945.292933122235,-16.4715595245361
-49.849571777837,-25.3639840046529,952.760970682247,-16.3018474578857
-49.8483296134106,-25.3639742908887,960.628543863299,-15.5922927856445
-49.8470874496272,-25.3639645666466,967.928591947615,-14.8185796737671
-49.8458452864878,-25.3639548319268,969.684607094768,-14.1004180908203
-49.8446031239928,-25.3639450867291,970.178669831092,-13.399341583252
-49.8433609621431,-25.3639353310537,965.160083079477,-12.6581659317017
-49.8421188009394,-25.3639255649006,959.841372307251,-12.0248947143555
-49.8408766403822,-25.3639157882697,957.136673807022,-11.4434375762939
-49.8396344804724,-25.3639060011612,951.599674179,-10.9255599975586
-49.8383923212105,-25.3638962035749,951.870955118324,-10.4630689620972
-49.8371501625974,-25.363886395511,953.273064191933,-10.0903244018555
-49.8359080046336,-25.3638765769695,955.368856293066,-9.78320503234863
-49.83466584732,-25.3638667479504,960.983618460454,-9.48156070709229
-49.8334236906571,-25.3638569084536,968.543313378793,-9.05303764343262
-49.8321815346456,-25.3638470584793,975.078776498002,-8.31987857818604
-49.8309393792864,-25.3638371980275,979.85746395562,-7.55082035064697
-49.82969722458,-25.3638273270981,982.535388984716,-6.8054256439209
-49.8284550705271,-25.3638174456912,984.707788962744,-6.04873085021973
-49.8272129171285,-25.3638075538068,989.247898690186,-5.5473256111145
-49.8259707643848,-25.363797651445,994.276591600224,-5.13241529464722
-49.8247286122967,-25.3637877386057,998.930132412621,-4.83869075775146
-49.823486460865,-25.363777815289,1002.26784088441,-4.66604042053223
-49.8222443100903,-25.3637678814949,1003.74892646644,-4.82639837265015
-49.8210021599733,-25.3637579372234,1006.43370695714,-5.03323554992676
-49.8197600105147,-25.3637479824745,1006.45310134934,-5.27692222595215
-49.8185178617152,-25.3637380172484,1007.63135987362,-5.56421661376953
-49.8172757135754,-25.3637280415449,1010.15197036715,-5.92644453048706
-49.8160335660962,-25.3637180553641,1013.32654054846,-6.26715326309204
-49.8147914192781,-25.363708058706,1013.69465710003,-6.59557867050171
